,Hour,Temperature,Humidity,Wind_Speed,Visibilty,Solar_Radiation,Rainfall,Snowfall,Seasons,Holiday,Month,Year,Weekday,Is_Weekend
7402,10,15.8,89,1.8,742,0.18,1.5,0.0,Autumn,0,10,2018,Friday,0
5743,7,28.4,82,0.7,748,0.16,0.0,0.0,Summer,0,7,2018,Saturday,1
3653,5,18.4,87,0.8,209,0.0,0.4,0.0,Spring,0,5,2018,Wednesday,0
8061,21,9.3,54,1.1,1975,0.0,0.0,0.0,Autumn,0,11,2018,Thursday,0
4845,21,21.6,74,3.3,758,0.0,0.0,0.0,Summer,0,6,2018,Wednesday,0
3028,4,6.8,97,2.2,453,0.0,2.0,0.0,Spring,0,4,2018,Friday,0
2969,17,19.7,57,2.6,1302,0.54,0.0,0.0,Spring,0,4,2018,Tuesday,0
7794,18,16.2,41,1.4,1907,0.06,0.0,0.0,Autumn,0,10,2018,Sunday,1
1708,4,1.9,74,1.2,514,0.0,0.0,0.0,Winter,0,2,2018,Saturday,1
2953,1,17.1,72,1.7,1353,0.0,0.0,0.0,Spring,0,4,2018,Tuesday,0
454,22,-5.5,56,1.5,2000,0.0,0.0,2.0,Winter,0,12,2017,Tuesday,0
6184,16,36.6,39,0.7,2000,0.44,0.0,0.0,Summer,1,8,2018,Wednesday,0
7486,22,14.4,49,1.1,2000,0.0,0.0,0.0,Autumn,0,10,2018,Monday,0
6459,3,20.3,97,0.4,200,0.0,1.5,0.0,Summer,0,8,2018,Monday,0
609,9,-2.8,52,2.9,1895,0.16,0.0,0.0,Winter,0,12,2017,Tuesday,0
4311,15,25.7,56,1.8,1112,1.71,0.0,0.0,Spring,0,5,2018,Tuesday,0
4874,2,19.8,80,1.5,370,0.0,0.0,0.0,Summer,0,6,2018,Friday,0
7609,1,9.5,65,0.9,990,0.0,0.0,0.0,Autumn,0,10,2018,Sunday,1
2074,10,2.1,42,1.1,1564,1.12,0.0,0.0,Winter,0,2,2018,Sunday,1
4100,20,19.0,26,1.5,2000,0.02,0.0,0.0,Spring,0,5,2018,Sunday,1
7185,9,17.7,54,1.8,2000,0.63,0.0,0.0,Autumn,0,9,2018,Wednesday,0
1622,14,-7.0,26,4.4,1986,2.24,0.0,0.0,Winter,0,2,2018,Tuesday,0
4731,3,17.4,61,1.2,2000,0.0,0.0,0.0,Summer,0,6,2018,Saturday,1
5545,1,26.1,81,1.6,1409,0.0,0.0,0.0,Summer,0,7,2018,Friday,0
5844,12,36.8,39,1.3,1944,2.8,0.0,0.0,Summer,0,8,2018,Wednesday,0
7855,7,7.8,90,0.6,763,0.0,0.0,0.0,Autumn,0,10,2018,Wednesday,0
40,16,6.4,48,2.6,1945,0.22,0.0,0.0,Winter,0,12,2017,Saturday,1
5523,3,24.4,85,0.6,678,0.0,0.0,0.0,Summer,0,7,2018,Thursday,0
2089,1,-1.2,63,0.9,1846,0.0,0.0,0.0,Winter,0,2,2018,Monday,0
3972,12,26.3,36,1.1,1133,2.88,0.0,0.0,Spring,0,5,2018,Tuesday,0
2175,15,1.6,35,4.5,1567,2.54,0.0,0.0,Spring,1,3,2018,Thursday,0
74,2,4.4,87,1.8,207,0.0,0.0,0.0,Winter,0,12,2017,Monday,0
7071,15,21.8,76,1.4,2000,1.2,0.0,0.0,Autumn,0,9,2018,Friday,0
3822,6,9.2,64,1.0,2000,0.02,0.0,0.0,Spring,0,5,2018,Wednesday,0
2657,17,2.5,78,2.0,2000,0.25,0.0,0.0,Spring,0,3,2018,Wednesday,0
3204,12,18.2,15,1.6,2000,2.27,0.0,0.0,Spring,0,4,2018,Friday,0
2076,12,5.5,25,3.1,1652,2.28,0.0,0.0,Winter,0,2,2018,Sunday,1
441,9,-5.3,48,2.6,1810,0.18,0.0,2.5,Winter,0,12,2017,Tuesday,0
7703,23,9.7,56,0.7,2000,0.0,0.0,0.0,Autumn,0,10,2018,Wednesday,0
2051,11,2.2,50,2.4,608,1.1,0.0,0.0,Winter,0,2,2018,Saturday,1
2541,21,5.8,43,1.8,2000,0.0,0.0,0.0,Spring,0,3,2018,Friday,0
1301,5,-15.6,29,3.7,2000,0.0,0.0,0.9,Winter,0,1,2018,Wednesday,0
8310,6,3.8,69,0.0,1995,0.0,0.0,0.0,Autumn,0,11,2018,Monday,0
3454,22,9.6,90,1.9,2000,0.0,0.0,0.0,Spring,0,4,2018,Monday,0
1304,8,-16.2,30,1.6,2000,0.0,0.0,0.9,Winter,0,1,2018,Wednesday,0
236,20,0.6,57,3.9,1954,0.0,0.0,0.0,Winter,0,12,2017,Sunday,1
7464,0,12.3,44,0.8,2000,0.0,0.0,0.0,Autumn,0,10,2018,Monday,0
2599,7,6.5,88,1.4,515,0.0,0.0,0.0,Spring,0,3,2018,Monday,0
4664,8,20.7,65,1.5,1004,0.97,0.0,0.0,Summer,0,6,2018,Wednesday,0
2573,5,5.6,55,1.2,1008,0.0,0.0,0.0,Spring,0,3,2018,Sunday,1
3304,16,19.5,28,3.0,1605,2.24,0.0,0.0,Spring,0,4,2018,Tuesday,0
3210,18,17.5,18,1.3,2000,0.23,0.0,0.0,Spring,0,4,2018,Friday,0
4001,17,21.9,97,3.2,207,0.14,0.5,0.0,Spring,0,5,2018,Wednesday,0
2768,8,6.4,90,1.4,117,0.13,0.0,0.0,Spring,0,3,2018,Monday,0
4879,7,18.8,66,1.1,814,0.46,0.0,0.0,Summer,0,6,2018,Friday,0
4271,23,17.9,53,1.9,1774,0.0,0.0,0.0,Spring,0,5,2018,Sunday,1
2106,18,7.2,26,2.3,1398,0.33,0.0,0.0,Winter,0,2,2018,Monday,0
2679,15,10.7,34,4.5,1850,2.51,0.0,0.0,Spring,0,3,2018,Thursday,0
2761,1,6.3,87,1.8,153,0.0,0.0,0.0,Spring,0,3,2018,Monday,0
4736,8,18.7,57,1.0,1956,1.05,0.0,0.0,Summer,0,6,2018,Saturday,1
5447,23,27.0,78,1.6,1609,0.0,0.0,0.0,Summer,0,7,2018,Sunday,1
1387,19,-7.1,33,2.0,1887,0.0,0.0,0.0,Winter,0,1,2018,Saturday,1
8477,5,4.1,70,1.0,1100,0.0,0.0,0.0,Autumn,0,11,2018,Monday,0
8133,21,11.8,62,0.7,1030,0.0,0.0,0.0,Autumn,0,11,2018,Sunday,1
7107,3,15.8,70,0.8,2000,0.0,0.0,0.0,Autumn,1,9,2018,Sunday,1
8046,6,2.9,75,0.2,1761,0.0,0.0,0.0,Autumn,0,11,2018,Thursday,0
8599,7,1.2,87,1.9,77,0.0,0.0,1.3,Autumn,0,11,2018,Saturday,1
5048,8,22.2,95,1.6,389,0.26,0.0,0.0,Summer,0,6,2018,Friday,0
5901,21,31.2,63,1.7,1537,0.0,0.0,0.0,Summer,0,8,2018,Friday,0
1279,7,-12.5,41,4.5,2000,0.0,0.0,1.0,Winter,0,1,2018,Tuesday,0
8001,9,3.7,49,1.9,1961,0.89,0.0,0.0,Autumn,0,10,2018,Tuesday,0
804,12,-3.4,32,3.1,1706,1.02,0.0,0.0,Winter,0,1,2018,Wednesday,0
6452,20,22.4,64,0.8,2000,0.0,0.0,0.0,Summer,0,8,2018,Sunday,1
1555,19,-7.6,32,4.8,2000,0.0,0.0,0.0,Winter,0,2,2018,Saturday,1
8127,15,19.0,25,2.1,1748,1.6,0.0,0.0,Autumn,0,11,2018,Sunday,1
3214,22,16.3,25,2.0,2000,0.0,0.0,0.0,Spring,0,4,2018,Friday,0
4614,6,18.6,61,0.8,2000,0.03,0.0,0.0,Summer,0,6,2018,Monday,0
4850,2,20.2,82,0.9,575,0.0,0.0,0.0,Summer,0,6,2018,Thursday,0
8471,23,7.0,55,0.2,1501,0.0,0.0,0.0,Autumn,0,11,2018,Sunday,1
4889,17,30.4,28,2.9,1834,1.9,0.0,0.0,Summer,0,6,2018,Friday,0
3618,18,23.0,54,2.9,679,0.81,0.0,0.0,Spring,0,4,2018,Monday,0
6083,11,31.5,54,2.5,1918,1.78,0.0,0.0,Summer,0,8,2018,Saturday,1
6900,12,25.3,56,1.2,1960,1.35,0.0,0.0,Autumn,0,9,2018,Friday,0
7054,22,18.4,85,2.1,1772,0.0,0.0,0.0,Autumn,0,9,2018,Thursday,0
1920,0,-1.1,39,1.7,1832,0.0,0.0,0.0,Winter,0,2,2018,Monday,0
513,9,0.3,67,0.7,897,0.03,0.0,0.6,Winter,1,12,2017,Friday,0
4225,1,16.2,63,0.7,1328,0.0,0.0,0.0,Spring,0,5,2018,Saturday,1
6891,3,21.0,76,0.7,1995,0.0,0.0,0.0,Autumn,0,9,2018,Friday,0
1308,12,-12.2,26,4.0,2000,1.17,0.0,0.9,Winter,0,1,2018,Wednesday,0
5715,3,27.6,80,1.6,929,0.0,0.0,0.0,Summer,0,7,2018,Friday,0
914,2,0.8,42,0.5,1275,0.0,0.0,0.0,Winter,0,1,2018,Monday,0
3476,20,12.6,49,0.8,2000,0.0,0.0,0.0,Spring,0,4,2018,Tuesday,0
3719,23,12.4,58,2.5,1843,0.0,0.0,0.0,Spring,0,5,2018,Friday,0
4290,18,26.0,39,2.7,1950,1.07,0.0,0.0,Spring,0,5,2018,Monday,0
3180,12,17.5,20,4.6,2000,3.07,0.0,0.0,Spring,0,4,2018,Thursday,0
2198,14,3.4,23,2.4,1545,2.74,0.0,0.0,Spring,0,3,2018,Friday,0
774,6,-3.2,67,0.4,1409,0.0,0.0,0.0,Winter,0,1,2018,Tuesday,0
4473,9,23.5,51,1.4,1169,1.82,0.0,0.0,Summer,0,6,2018,Tuesday,0
6198,6,27.5,72,1.1,2000,0.0,0.0,0.0,Summer,0,8,2018,Thursday,0
6145,1,28.9,71,1.2,1982,0.0,0.0,0.0,Summer,0,8,2018,Tuesday,0
943,7,-5.9,57,3.1,1686,0.0,0.0,0.8,Winter,0,1,2018,Tuesday,0
822,6,-7.6,47,2.3,2000,0.0,0.0,0.0,Winter,0,1,2018,Thursday,0
6926,14,25.7,67,1.2,2000,0.9,0.0,0.0,Autumn,0,9,2018,Saturday,1
5053,13,26.8,65,2.0,732,2.37,0.0,0.0,Summer,0,6,2018,Friday,0
6660,12,25.8,57,2.8,2000,3.02,0.0,0.0,Autumn,0,9,2018,Tuesday,0
4325,5,18.4,84,0.6,352,0.0,0.0,0.0,Spring,0,5,2018,Wednesday,0
164,20,-1.4,47,2.5,1620,0.0,0.0,0.0,Winter,0,12,2017,Thursday,0
5667,3,28.9,69,2.8,1871,0.0,0.0,0.0,Summer,0,7,2018,Wednesday,0
4595,11,21.3,56,1.5,1989,1.18,0.0,0.0,Summer,0,6,2018,Sunday,1
4031,23,20.0,98,1.8,589,0.0,2.5,0.0,Spring,0,5,2018,Thursday,0
2538,18,10.0,33,1.2,2000,0.68,0.0,0.0,Spring,0,3,2018,Friday,0
7053,21,18.7,84,2.7,1744,0.0,0.0,0.0,Autumn,0,9,2018,Thursday,0
3215,23,15.5,27,3.5,2000,0.0,0.0,0.0,Spring,0,4,2018,Friday,0
1311,15,-10.8,29,3.8,2000,1.06,0.0,0.7,Winter,0,1,2018,Wednesday,0
5255,23,21.7,51,1.7,2000,0.0,0.0,0.0,Summer,0,7,2018,Saturday,1
8196,12,13.2,77,1.3,589,0.5,0.0,0.0,Autumn,0,11,2018,Wednesday,0
5431,7,25.2,80,0.2,1551,0.18,0.0,0.0,Summer,0,7,2018,Sunday,1
8308,4,4.0,68,0.0,2000,0.0,0.0,0.0,Autumn,0,11,2018,Monday,0
8380,4,6.1,72,0.5,1052,0.0,0.0,0.0,Autumn,0,11,2018,Thursday,0
6770,2,18.1,57,0.3,2000,0.0,0.0,0.0,Autumn,0,9,2018,Sunday,1
3324,12,16.5,17,3.3,1819,3.13,0.0,0.0,Spring,0,4,2018,Wednesday,0
3334,22,11.3,42,1.6,1189,0.0,0.0,0.0,Spring,0,4,2018,Wednesday,0
6952,16,22.5,86,2.5,342,0.47,0.0,0.0,Autumn,0,9,2018,Sunday,1
327,15,-2.5,29,1.1,1667,0.48,0.0,0.0,Winter,0,12,2017,Thursday,0
5934,6,27.3,83,1.4,1080,0.0,0.0,0.0,Summer,0,8,2018,Sunday,1
2490,18,19.2,53,2.4,2000,0.58,0.0,0.0,Spring,0,3,2018,Wednesday,0
8492,20,6.0,50,1.5,931,0.0,0.0,0.0,Autumn,0,11,2018,Monday,0
6151,7,27.9,71,0.4,2000,0.13,0.0,0.0,Summer,0,8,2018,Tuesday,0
6002,2,28.3,84,2.1,1099,0.0,0.0,0.0,Summer,0,8,2018,Wednesday,0
8604,12,2.5,84,1.9,1538,0.4,1.8,7.0,Autumn,0,11,2018,Saturday,1
4456,16,25.5,43,3.2,1892,1.72,0.0,0.0,Summer,0,6,2018,Monday,0
832,16,-1.4,34,1.8,1719,0.3,0.0,0.0,Winter,0,1,2018,Thursday,0
3079,7,0.9,54,0.8,2000,0.11,0.0,0.0,Spring,0,4,2018,Sunday,1
3486,6,5.8,55,0.3,2000,0.0,0.0,0.0,Spring,0,4,2018,Wednesday,0
5345,17,28.7,71,2.9,1666,0.71,0.0,0.0,Summer,0,7,2018,Wednesday,0
7856,8,8.1,85,1.2,772,0.26,0.0,0.0,Autumn,0,10,2018,Wednesday,0
54,6,3.4,86,2.5,278,0.0,1.0,0.0,Winter,0,12,2017,Sunday,1
6278,14,33.4,31,1.2,1962,2.73,0.0,0.0,Summer,0,8,2018,Sunday,1
4112,8,15.3,30,1.3,2000,1.3,0.0,0.0,Spring,0,5,2018,Monday,0
3475,19,13.3,37,1.2,2000,0.12,0.0,0.0,Spring,0,4,2018,Tuesday,0
6353,17,36.4,39,1.2,2000,1.15,0.0,0.0,Summer,0,8,2018,Wednesday,0
1901,5,-4.0,28,0.5,2000,0.0,0.0,0.0,Winter,0,2,2018,Sunday,1
1481,17,-0.9,34,2.8,2000,0.28,0.0,1.8,Winter,0,1,2018,Wednesday,0
4921,1,21.5,83,1.3,345,0.0,0.0,0.0,Summer,0,6,2018,Sunday,1
4943,23,23.3,75,2.0,890,0.0,0.0,0.0,Summer,0,6,2018,Sunday,1
4198,22,18.6,54,2.3,1328,0.0,0.0,0.0,Spring,0,5,2018,Thursday,0
3359,23,12.9,51,1.7,1200,0.0,0.0,0.0,Spring,0,4,2018,Thursday,0
6064,16,36.4,40,3.2,2000,2.59,0.0,0.0,Summer,0,8,2018,Friday,0
4974,6,22.5,83,0.8,537,0.0,0.4,0.0,Summer,0,6,2018,Tuesday,0
946,10,-4.8,57,3.0,1559,0.47,0.0,0.5,Winter,0,1,2018,Tuesday,0
5845,13,37.9,38,2.3,1868,3.05,0.0,0.0,Summer,0,8,2018,Wednesday,0
3317,5,6.7,50,1.6,1774,0.0,0.0,0.0,Spring,0,4,2018,Wednesday,0
2161,1,2.1,97,0.2,859,0.0,0.0,0.0,Spring,1,3,2018,Thursday,0
8616,0,2.7,86,1.2,422,0.0,0.0,3.0,Autumn,0,11,2018,Sunday,1
5131,19,24.1,93,2.1,1118,0.23,1.5,0.0,Summer,0,7,2018,Monday,0
7939,19,8.0,42,2.9,2000,0.0,0.0,0.0,Autumn,0,10,2018,Saturday,1
7600,16,19.4,29,1.2,1154,1.37,0.0,0.0,Autumn,0,10,2018,Saturday,1
3057,9,3.4,37,3.6,1668,1.07,0.0,0.0,Spring,0,4,2018,Saturday,1
5538,18,33.0,51,2.4,1566,1.23,0.0,0.0,Summer,0,7,2018,Thursday,0
6781,13,27.2,32,1.7,2000,3.12,0.0,0.0,Autumn,0,9,2018,Sunday,1
768,0,-1.8,54,1.1,1772,0.0,0.0,0.0,Winter,0,1,2018,Tuesday,0
2065,1,-1.4,43,0.6,1791,0.0,0.0,0.0,Winter,0,2,2018,Sunday,1
3519,15,21.9,23,2.6,1463,2.66,0.0,0.0,Spring,0,4,2018,Thursday,0
285,21,-8.8,43,1.4,1999,0.0,0.0,0.0,Winter,0,12,2017,Tuesday,0
1500,12,-1.1,31,1.3,1869,1.2,0.0,1.3,Winter,0,2,2018,Thursday,0
4572,12,28.2,42,1.4,1563,2.84,0.0,0.0,Summer,0,6,2018,Saturday,1
7976,8,5.1,67,0.3,1981,0.24,0.0,0.0,Autumn,0,10,2018,Monday,0
2332,4,3.3,90,1.3,682,0.0,0.0,0.0,Spring,0,3,2018,Thursday,0
2717,5,4.7,54,1.3,543,0.0,0.0,0.0,Spring,0,3,2018,Saturday,1
2079,15,7.5,21,2.7,1900,2.22,0.0,0.0,Winter,0,2,2018,Sunday,1
3413,5,14.8,38,0.6,2000,0.0,0.0,0.0,Spring,0,4,2018,Sunday,1
722,2,0.4,95,1.7,110,0.0,0.0,1.2,Winter,1,12,2017,Sunday,1
951,15,-2.4,51,4.6,1458,0.46,0.0,0.0,Winter,0,1,2018,Tuesday,0
7821,21,13.4,56,0.7,758,0.0,0.0,0.0,Autumn,0,10,2018,Monday,0
2262,6,4.2,87,2.0,1979,0.0,2.0,0.0,Spring,0,3,2018,Monday,0
989,5,-11.9,61,1.8,1759,0.0,0.0,0.0,Winter,0,1,2018,Thursday,0
3236,20,9.4,76,2.6,1376,0.0,0.0,0.0,Spring,0,4,2018,Saturday,1
1759,7,-9.5,35,1.1,2000,0.0,0.0,0.0,Winter,0,2,2018,Monday,0
7301,5,13.7,57,1.8,1999,0.0,0.0,0.0,Autumn,0,10,2018,Monday,0
4470,6,17.8,73,0.4,1188,0.04,0.0,0.0,Summer,0,6,2018,Tuesday,0
6752,8,17.1,57,1.0,1979,0.76,0.0,0.0,Autumn,0,9,2018,Saturday,1
5527,7,23.6,75,0.9,856,0.36,0.0,0.0,Summer,0,7,2018,Thursday,0
1724,20,-4.4,19,5.8,2000,0.0,0.0,0.0,Winter,0,2,2018,Saturday,1
5230,22,22.5,54,2.1,2000,0.0,0.0,0.0,Summer,0,7,2018,Friday,0
8019,3,5.6,69,0.1,2000,0.0,0.0,0.0,Autumn,0,10,2018,Wednesday,0
341,5,-7.5,64,0.9,989,0.0,0.0,0.0,Winter,0,12,2017,Friday,0
3725,5,12.2,52,2.3,1961,0.0,0.0,0.0,Spring,0,5,2018,Saturday,1
4291,19,24.4,44,2.8,1979,0.45,0.0,0.0,Spring,0,5,2018,Monday,0
688,16,5.4,56,2.2,396,0.39,0.0,0.0,Winter,0,12,2017,Friday,0
3456,0,9.8,86,1.3,2000,0.0,0.0,0.0,Spring,0,4,2018,Tuesday,0
5251,19,26.1,51,1.4,2000,0.32,0.0,0.0,Summer,0,7,2018,Saturday,1
4992,0,20.5,94,3.7,896,0.0,0.0,0.0,Summer,0,6,2018,Wednesday,0
966,6,-7.7,74,1.1,2000,0.0,0.0,0.8,Winter,0,1,2018,Wednesday,0
3120,0,9.0,46,1.2,1259,0.0,0.0,0.0,Spring,0,4,2018,Tuesday,0
8123,11,14.8,46,2.0,768,1.83,0.0,0.0,Autumn,0,11,2018,Sunday,1
2203,19,2.0,26,2.3,1985,0.02,0.0,0.0,Spring,0,3,2018,Friday,0
2713,1,4.7,51,1.1,728,0.0,0.0,0.0,Spring,0,3,2018,Saturday,1
4805,5,19.4,77,0.8,831,0.0,0.0,0.0,Summer,0,6,2018,Tuesday,0
5146,10,27.6,71,1.6,1870,2.14,0.0,0.0,Summer,0,7,2018,Tuesday,0
7899,3,12.8,57,0.5,1715,0.0,0.0,0.0,Autumn,0,10,2018,Friday,0
8268,12,15.1,54,2.2,495,1.91,0.0,0.0,Autumn,0,11,2018,Saturday,1
7903,7,12.6,63,0.8,1265,0.0,0.0,0.0,Autumn,0,10,2018,Friday,0
5328,0,24.6,96,0.7,308,0.0,0.5,0.0,Summer,0,7,2018,Wednesday,0
6023,23,29.1,77,0.4,1552,0.0,0.0,0.0,Summer,0,8,2018,Wednesday,0
3596,20,16.9,42,2.7,942,0.0,0.0,0.0,Spring,0,4,2018,Sunday,1
4853,5,19.4,82,2.1,677,0.0,0.0,0.0,Summer,0,6,2018,Thursday,0
5347,19,28.2,72,1.6,1745,0.13,0.0,0.0,Summer,0,7,2018,Wednesday,0
1990,22,-2.2,55,1.4,2000,0.0,0.0,0.0,Winter,0,2,2018,Wednesday,0
4168,16,23.0,33,4.2,1880,2.57,0.0,0.0,Spring,0,5,2018,Wednesday,0
4807,7,19.9,72,0.6,840,0.32,0.0,0.0,Summer,0,6,2018,Tuesday,0
7270,22,19.3,55,0.5,2000,0.0,0.0,0.0,Autumn,0,9,2018,Saturday,1
5346,18,28.4,75,2.4,1564,0.52,0.0,0.0,Summer,0,7,2018,Wednesday,0
7836,12,11.5,90,1.2,973,0.06,5.0,0.0,Autumn,0,10,2018,Tuesday,0
5019,3,22.4,86,0.6,618,0.0,0.0,0.0,Summer,0,6,2018,Thursday,0
954,18,-3.8,58,1.7,1996,0.01,0.0,0.0,Winter,0,1,2018,Tuesday,0
5082,18,27.5,79,0.5,1237,0.65,0.5,0.0,Summer,0,6,2018,Saturday,1
6831,15,26.0,40,1.9,2000,1.53,0.0,0.0,Autumn,0,9,2018,Tuesday,0
3624,0,18.3,78,0.8,349,0.0,0.0,0.0,Spring,1,5,2018,Tuesday,0
6538,10,26.1,81,1.5,860,1.05,0.0,0.0,Summer,0,8,2018,Thursday,0
8226,18,12.9,97,0.0,406,0.0,9.0,0.0,Autumn,0,11,2018,Thursday,0
474,18,-1.4,79,1.6,702,0.0,0.1,2.2,Winter,0,12,2017,Wednesday,0
7353,9,14.4,61,0.7,1340,1.21,0.0,0.0,Autumn,1,10,2018,Wednesday,0
385,1,-8.4,40,1.6,2000,0.0,0.0,0.0,Winter,0,12,2017,Sunday,1
7824,0,11.6,61,0.7,673,0.0,0.0,0.0,Autumn,0,10,2018,Tuesday,0
8228,20,13.9,97,2.5,594,0.0,0.0,0.0,Autumn,0,11,2018,Thursday,0
536,8,5.1,83,0.9,297,0.0,0.0,0.0,Winter,0,12,2017,Saturday,1
6435,3,21.6,85,0.1,1982,0.0,0.0,0.0,Summer,0,8,2018,Sunday,1
8426,2,2.9,77,1.8,853,0.0,0.0,0.0,Autumn,0,11,2018,Saturday,1
5080,16,27.9,69,0.5,880,0.61,0.0,0.0,Summer,0,6,2018,Saturday,1
4260,12,23.4,38,2.8,1756,1.87,0.0,0.0,Spring,0,5,2018,Sunday,1
6504,0,22.7,96,0.3,2000,0.0,1.0,0.0,Summer,0,8,2018,Wednesday,0
3531,3,10.7,63,1.1,989,0.0,0.0,0.0,Spring,0,4,2018,Friday,0
201,9,-4.7,48,1.0,1784,0.23,0.0,0.0,Winter,0,12,2017,Saturday,1
1332,12,-12.8,25,3.2,1981,1.16,0.0,0.6,Winter,0,1,2018,Thursday,0
7208,8,14.8,51,1.1,2000,0.59,0.0,0.0,Autumn,0,9,2018,Thursday,0
3526,22,12.7,61,2.2,1949,0.0,0.0,0.0,Spring,0,4,2018,Thursday,0
2708,20,6.7,48,2.6,774,0.0,0.0,0.0,Spring,0,3,2018,Friday,0
6078,6,26.5,69,0.8,2000,0.0,0.0,0.0,Summer,0,8,2018,Saturday,1
5079,15,27.8,71,0.9,733,0.93,0.0,0.0,Summer,0,6,2018,Saturday,1
6562,10,25.5,53,2.3,1843,1.81,0.0,0.0,Summer,0,8,2018,Friday,0
4710,6,17.2,83,1.3,2000,0.07,0.0,0.0,Summer,0,6,2018,Friday,0
4069,13,21.9,39,2.0,2000,3.52,0.0,0.0,Spring,0,5,2018,Saturday,1
1854,6,-5.2,42,0.7,1980,0.0,0.0,0.0,Winter,1,2,2018,Friday,0
8013,21,7.6,55,2.0,2000,0.0,0.0,0.0,Autumn,0,10,2018,Tuesday,0
2872,16,20.7,36,3.6,811,1.82,0.0,0.0,Spring,0,3,2018,Friday,0
3030,6,6.1,96,2.1,798,0.0,0.0,0.0,Spring,0,4,2018,Friday,0
1205,5,-0.3,62,0.6,862,0.0,0.0,0.0,Winter,0,1,2018,Saturday,1
6611,11,26.5,44,1.4,1958,2.62,0.0,0.0,Autumn,0,9,2018,Sunday,1
1645,13,-4.5,23,2.6,1937,2.12,0.0,0.0,Winter,0,2,2018,Wednesday,0
3441,9,8.5,95,2.6,447,0.1,8.0,0.0,Spring,0,4,2018,Monday,0
3500,20,16.8,29,4.3,1971,0.01,0.0,0.0,Spring,0,4,2018,Wednesday,0
7554,18,12.1,40,2.4,1854,0.18,0.0,0.0,Autumn,0,10,2018,Thursday,0
2861,5,10.4,62,1.8,911,0.0,0.0,0.0,Spring,0,3,2018,Friday,0
1792,16,3.9,41,4.0,1973,1.24,0.0,0.0,Winter,0,2,2018,Tuesday,0
5574,6,24.9,76,0.0,1473,0.02,0.0,0.0,Summer,0,7,2018,Saturday,1
6970,10,21.7,60,1.7,1540,1.44,0.0,0.0,Autumn,0,9,2018,Monday,0
3821,5,9.5,65,0.9,2000,0.0,0.0,0.0,Spring,0,5,2018,Wednesday,0
3392,8,14.6,54,0.9,431,0.89,0.0,0.0,Spring,0,4,2018,Saturday,1
3391,7,12.5,68,1.1,457,0.22,0.0,0.0,Spring,0,4,2018,Saturday,1
3557,5,10.9,81,1.7,348,0.0,0.0,0.0,Spring,0,4,2018,Saturday,1
7863,15,18.0,40,3.0,1808,1.71,0.0,0.0,Autumn,0,10,2018,Wednesday,0
5157,21,27.8,72,0.6,2000,0.0,0.0,0.0,Summer,0,7,2018,Tuesday,0
6072,0,29.8,63,2.0,2000,0.0,0.0,0.0,Summer,0,8,2018,Saturday,1
3473,17,15.1,52,1.9,2000,0.64,0.0,0.0,Spring,0,4,2018,Tuesday,0
603,3,-2.6,70,1.0,1992,0.0,0.0,0.0,Winter,0,12,2017,Tuesday,0
3056,8,2.4,44,4.3,1375,0.41,0.0,0.0,Spring,0,4,2018,Saturday,1
7801,1,10.7,57,0.9,1828,0.0,0.0,0.0,Autumn,0,10,2018,Monday,0
126,6,-3.7,76,0.0,1864,0.0,0.0,0.4,Winter,0,12,2017,Wednesday,0
6007,7,28.2,82,1.5,985,0.19,0.0,0.0,Summer,0,8,2018,Wednesday,0
3924,12,18.3,65,1.2,1489,2.4,0.0,0.0,Spring,0,5,2018,Sunday,1
2935,7,15.1,80,1.0,623,0.01,0.0,0.0,Spring,0,4,2018,Monday,0
5491,19,30.6,57,1.4,1529,0.58,0.0,0.0,Summer,0,7,2018,Tuesday,0
7271,23,18.6,59,0.7,2000,0.0,0.0,0.0,Autumn,0,9,2018,Saturday,1
4499,11,25.8,52,2.1,905,2.84,0.0,0.0,Summer,1,6,2018,Wednesday,0
7267,19,22.5,43,0.4,2000,0.0,0.0,0.0,Autumn,0,9,2018,Saturday,1
3555,3,11.6,76,1.0,364,0.0,0.0,0.0,Spring,0,4,2018,Saturday,1
2730,18,9.0,76,3.0,288,0.45,0.0,0.0,Spring,0,3,2018,Saturday,1
827,11,-4.4,40,0.8,1671,0.69,0.0,0.0,Winter,0,1,2018,Thursday,0
1639,7,-13.2,56,0.9,1665,0.0,0.0,0.0,Winter,0,2,2018,Wednesday,0
8410,10,9.4,55,0.1,570,0.49,0.0,0.0,Autumn,0,11,2018,Friday,0
984,0,-10.3,54,2.4,1988,0.0,0.0,0.0,Winter,0,1,2018,Thursday,0
3305,17,18.3,29,4.3,1626,1.61,0.0,0.0,Spring,0,4,2018,Tuesday,0
8732,20,4.1,54,1.3,1434,0.0,0.0,0.0,Autumn,0,11,2018,Thursday,0
2188,4,-5.8,48,1.5,1552,0.0,0.0,0.0,Spring,0,3,2018,Friday,0
8323,19,9.8,46,2.8,1945,0.0,0.0,0.0,Autumn,0,11,2018,Monday,0
2443,19,10.6,47,2.0,425,0.03,0.0,0.0,Spring,0,3,2018,Monday,0
362,2,-4.1,73,2.1,567,0.0,0.0,0.0,Winter,0,12,2017,Saturday,1
2349,21,3.1,74,3.2,465,0.0,0.0,0.0,Spring,0,3,2018,Thursday,0
345,9,-5.9,60,0.6,691,0.09,0.0,0.0,Winter,0,12,2017,Friday,0
